D_adj,F_adj,C_adj,order_key,ordered_string,surprisal_bits_per_token
großer,diamantförmiger,blauer,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,blauer,DC,großer blauer Aufkleber,5.406621002931227
großer,diamantförmiger,blauer,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,blauer,FC,diamantförmiger blauer Aufkleber,6.382641464669261
großer,diamantförmiger,blauer,CD,blauer großer Aufkleber,8.642366229844928
großer,diamantförmiger,blauer,CF,blauer diamantförmiger Aufkleber,5.851049282227751
großer,diamantförmiger,blauer,DFC,großer diamantförmiger blauer Aufkleber,5.672555368203276
großer,diamantförmiger,blauer,DCF,großer blauer diamantförmiger Aufkleber,5.444028261389794
großer,diamantförmiger,blauer,FDC,diamantförmiger großer blauer Aufkleber,6.766783977428241
großer,diamantförmiger,blauer,FCD,diamantförmiger blauer großer Aufkleber,7.399402208639582
großer,diamantförmiger,blauer,CDF,blauer großer diamantförmiger Aufkleber,6.586786935035225
großer,diamantförmiger,blauer,CFD,blauer diamantförmiger großer Aufkleber,6.947274953994534
großer,diamantförmiger,schwarzer,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,schwarzer,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,schwarzer,C,schwarzer Aufkleber,6.501013683605115
großer,diamantförmiger,schwarzer,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,schwarzer,DC,großer schwarzer Aufkleber,5.502936446893926
großer,diamantförmiger,schwarzer,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,schwarzer,FC,diamantförmiger schwarzer Aufkleber,7.192967993155936
großer,diamantförmiger,schwarzer,CD,schwarzer großer Aufkleber,7.894890417150765
großer,diamantförmiger,schwarzer,CF,schwarzer diamantförmiger Aufkleber,6.085788402390398
großer,diamantförmiger,schwarzer,DFC,großer diamantförmiger schwarzer Aufkleber,6.33408869853888
großer,diamantförmiger,schwarzer,DCF,großer schwarzer diamantförmiger Aufkleber,5.639217219264125
großer,diamantförmiger,schwarzer,FDC,diamantförmiger großer schwarzer Aufkleber,7.417682588565092
großer,diamantförmiger,schwarzer,FCD,diamantförmiger schwarzer großer Aufkleber,8.258563554804054
großer,diamantförmiger,schwarzer,CDF,schwarzer großer diamantförmiger Aufkleber,6.588865861318855
großer,diamantförmiger,schwarzer,CFD,schwarzer diamantförmiger großer Aufkleber,7.166419375307546
großer,diamantförmiger,grauer,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,grauer,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,grauer,C,grauer Aufkleber,6.818826615509931
großer,diamantförmiger,grauer,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,grauer,DC,großer grauer Aufkleber,6.113166664546551
großer,diamantförmiger,grauer,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,grauer,FC,diamantförmiger grauer Aufkleber,6.926584065234532
großer,diamantförmiger,grauer,CD,grauer großer Aufkleber,8.770961097548067
großer,diamantförmiger,grauer,CF,grauer diamantförmiger Aufkleber,5.731727719059134
großer,diamantförmiger,grauer,DFC,großer diamantförmiger grauer Aufkleber,6.076036986086477
großer,diamantförmiger,grauer,DCF,großer grauer diamantförmiger Aufkleber,5.688137340336748
großer,diamantförmiger,grauer,FDC,diamantförmiger großer grauer Aufkleber,7.515230460203874
großer,diamantförmiger,grauer,FCD,diamantförmiger grauer großer Aufkleber,7.800289640217168
großer,diamantförmiger,grauer,CDF,grauer großer diamantförmiger Aufkleber,6.48198070759943
großer,diamantförmiger,grauer,CFD,grauer diamantförmiger großer Aufkleber,6.929409396222906
großer,diamantförmiger,grüner,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,grüner,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,grüner,C,grüner Aufkleber,4.879885610550082
großer,diamantförmiger,grüner,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,grüner,DC,großer grüner Aufkleber,6.532509898353527
großer,diamantförmiger,grüner,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,grüner,FC,diamantförmiger grüner Aufkleber,7.508175043934878
großer,diamantförmiger,grüner,CD,grüner großer Aufkleber,7.060216648746744
großer,diamantförmiger,grüner,CF,grüner diamantförmiger Aufkleber,5.14527960633312
großer,diamantförmiger,grüner,DFC,großer diamantförmiger grüner Aufkleber,6.52239663055219
großer,diamantförmiger,grüner,DCF,großer grüner diamantförmiger Aufkleber,5.79071226486025
großer,diamantförmiger,grüner,FDC,diamantförmiger großer grüner Aufkleber,7.801065625937862
großer,diamantförmiger,grüner,FCD,diamantförmiger grüner großer Aufkleber,8.761325253585525
großer,diamantförmiger,grüner,CDF,grüner großer diamantförmiger Aufkleber,6.029801858159123
großer,diamantförmiger,grüner,CFD,grüner diamantförmiger großer Aufkleber,6.364009552205388
großer,diamantförmiger,orangener,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,orangener,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,orangener,C,orangener Aufkleber,8.290968525879624
großer,diamantförmiger,orangener,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,orangener,DC,großer orangener Aufkleber,4.942532354918671
großer,diamantförmiger,orangener,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,orangener,FC,diamantförmiger orangener Aufkleber,6.831785164287141
großer,diamantförmiger,orangener,CD,orangener großer Aufkleber,9.442436400964748
großer,diamantförmiger,orangener,CF,orangener diamantförmiger Aufkleber,6.557473524091565
großer,diamantförmiger,orangener,DFC,großer diamantförmiger orangener Aufkleber,6.000346733511152
großer,diamantförmiger,orangener,DCF,großer orangener diamantförmiger Aufkleber,5.0932328406678105
großer,diamantförmiger,orangener,FDC,diamantförmiger großer orangener Aufkleber,6.96977441231101
großer,diamantförmiger,orangener,FCD,diamantförmiger orangener großer Aufkleber,7.819170583559491
großer,diamantförmiger,orangener,CDF,orangener großer diamantförmiger Aufkleber,7.122830716411669
großer,diamantförmiger,orangener,CFD,orangener diamantförmiger großer Aufkleber,7.487157388138236
großer,diamantförmiger,brauner,D,großer Aufkleber,5.746252341855102
großer,diamantförmiger,brauner,F,diamantförmiger Aufkleber,6.623251384601762
großer,diamantförmiger,brauner,C,brauner Aufkleber,7.752479839138514
großer,diamantförmiger,brauner,DF,großer diamantförmiger Aufkleber,5.350013601330337
großer,diamantförmiger,brauner,DC,großer brauner Aufkleber,5.960130310433392
großer,diamantförmiger,brauner,FD,diamantförmiger großer Aufkleber,7.628225813543152
großer,diamantförmiger,brauner,FC,diamantförmiger brauner Aufkleber,7.040599619658729
großer,diamantförmiger,brauner,CD,brauner großer Aufkleber,9.122060239631475
großer,diamantförmiger,brauner,CF,brauner diamantförmiger Aufkleber,6.41142035353404
großer,diamantförmiger,brauner,DFC,großer diamantförmiger brauner Aufkleber,6.242786548848832
großer,diamantförmiger,brauner,DCF,großer brauner diamantförmiger Aufkleber,5.712904561887502
großer,diamantförmiger,brauner,FDC,diamantförmiger großer brauner Aufkleber,7.0955570197072415
großer,diamantförmiger,brauner,FCD,diamantförmiger brauner großer Aufkleber,8.062784696437264
großer,diamantförmiger,brauner,CDF,brauner großer diamantförmiger Aufkleber,6.751419735330761
großer,diamantförmiger,brauner,CFD,brauner diamantförmiger großer Aufkleber,7.466084697893318
großer,herzförmiger,blauer,D,großer Aufkleber,5.746252341855102
großer,herzförmiger,blauer,F,herzförmiger Aufkleber,9.349698540105297
großer,herzförmiger,blauer,C,blauer Aufkleber,7.123329466099171
großer,herzförmiger,blauer,DF,großer herzförmiger Aufkleber,6.892541131392144
großer,herzförmiger,blauer,DC,großer blauer Aufkleber,5.406621002931227
großer,herzförmiger,blauer,FD,herzförmiger großer Aufkleber,10.406287714293033
großer,herzförmiger,blauer,FC,herzförmiger blauer Aufkleber,7.904145835489598
großer,herzförmiger,blauer,CD,blauer großer Aufkleber,8.642366229844928
großer,herzförmiger,blauer,CF,blauer herzförmiger Aufkleber,8.077143183992497
großer,herzförmiger,blauer,DFC,großer herzförmiger blauer Aufkleber,6.707976229792212
großer,herzförmiger,blauer,DCF,großer blauer herzförmiger Aufkleber,6.333534226472498
großer,herzförmiger,blauer,FDC,herzförmiger großer blauer Aufkleber,8.189562739416688
großer,herzförmiger,blauer,FCD,herzförmiger blauer großer Aufkleber,9.400114910240429
großer,herzförmiger,blauer,CDF,blauer großer herzförmiger Aufkleber,8.712753913328852
großer,herzförmiger,blauer,CFD,blauer herzförmiger großer Aufkleber,9.191116089467116
großer,herzförmiger,schwarzer,D,großer Aufkleber,5.746252341855102
großer,herzförmiger,schwarzer,F,herzförmiger Aufkleber,9.349698540105297
großer,herzförmiger,schwarzer,C,schwarzer Aufkleber,6.501013683605115
großer,herzförmiger,schwarzer,DF,großer herzförmiger Aufkleber,6.892541131392144
großer,herzförmiger,schwarzer,DC,großer schwarzer Aufkleber,5.502936446893926
großer,herzförmiger,schwarzer,FD,herzförmiger großer Aufkleber,10.406287714293033
großer,herzförmiger,schwarzer,FC,herzförmiger schwarzer Aufkleber,9.464128228752774
großer,herzförmiger,schwarzer,CD,schwarzer großer Aufkleber,7.894890417150765
großer,herzförmiger,schwarzer,CF,schwarzer herzförmiger Aufkleber,7.184360605445554
großer,herzförmiger,schwarzer,DFC,großer herzförmiger schwarzer Aufkleber,7.552581652318258
großer,herzförmiger,schwarzer,DCF,großer schwarzer herzförmiger Aufkleber,6.695098168895605
großer,herzförmiger,schwarzer,FDC,herzförmiger großer schwarzer Aufkleber,9.325479255280193
großer,herzförmiger,schwarzer,FCD,herzförmiger schwarzer großer Aufkleber,10.720076252167658
großer,herzförmiger,schwarzer,CDF,schwarzer großer herzförmiger Aufkleber,7.877071638660171
großer,herzförmiger,schwarzer,CFD,schwarzer herzförmiger großer Aufkleber,8.578649409422672
großer,herzförmiger,grauer,D,großer Aufkleber,5.746252341855102
großer,herzförmiger,grauer,F,herzförmiger Aufkleber,9.349698540105297
großer,herzförmiger,grauer,C,grauer Aufkleber,6.818826615509931
großer,herzförmiger,grauer,DF,großer herzförmiger Aufkleber,6.892541131392144
großer,herzförmiger,grauer,DC,großer grauer Aufkleber,6.113166664546551
großer,herzförmiger,grauer,FD,herzförmiger großer Aufkleber,10.406287714293033
großer,herzförmiger,grauer,FC,herzförmiger grauer Aufkleber,8.424479345675026
großer,herzförmiger,grauer,CD,grauer großer Aufkleber,8.770961097548067
großer,herzförmiger,grauer,CF,grauer herzförmiger Aufkleber,7.691106798282217
großer,herzförmiger,grauer,DFC,großer herzförmiger grauer Aufkleber,7.138660687527685
großer,herzförmiger,grauer,DCF,großer grauer herzförmiger Aufkleber,7.015760509359915
großer,herzförmiger,grauer,FDC,herzförmiger großer grauer Aufkleber,9.030517314230218
großer,herzförmiger,grauer,FCD,herzförmiger grauer großer Aufkleber,9.455712773680753
großer,herzförmiger,grauer,CDF,grauer großer herzförmiger Aufkleber,8.256443352684217
großer,herzförmiger,grauer,CFD,grauer herzförmiger großer Aufkleber,8.954450763614805
großer,herzförmiger,grüner,D,großer Aufkleber,5.746252341855102
großer,herzförmiger,grüner,F,herzförmiger Aufkleber,9.349698540105297
großer,herzförmiger,grüner,C,grüner Aufkleber,4.879885610550082
großer,herzförmiger,grüner,DF,großer herzförmiger Aufkleber,6.892541131392144
großer,herzförmiger,grüner,DC,großer grüner Aufkleber,6.532509898353527
großer,herzförmiger,grüner,FD,herzförmiger großer Aufkleber,10.406287714293033
großer,herzförmiger,grüner,FC,herzförmiger grüner Aufkleber,9.974769484666176
großer,herzförmiger,grüner,CD,grüner großer Aufkleber,7.060216648746744
großer,herzförmiger,grüner,CF,grüner herzförmiger Aufkleber,7.009879390631011
großer,herzförmiger,grüner,DFC,großer herzförmiger grüner Aufkleber,7.544775015830294
großer,herzförmiger,grüner,DCF,großer grüner herzförmiger Aufkleber,7.167324004051085
großer,herzförmiger,grüner,FDC,herzförmiger großer grüner Aufkleber,10.039119889174211
großer,herzförmiger,grüner,FCD,herzförmiger grüner großer Aufkleber,11.670102912088984
großer,herzförmiger,grüner,CDF,grüner großer herzförmiger Aufkleber,7.797952739957245
großer,herzförmiger,grüner,CFD,grüner herzförmiger großer Aufkleber,8.228322125476337
großer,herzförmiger,orangener,D,großer Aufkleber,5.746252341855102
großer,herzförmiger,orangener,F,herzförmiger Aufkleber,9.349698540105297
großer,herzförmiger,orangener,C,orangener Aufkleber,8.290968525879624
großer,herzförmiger,orangener,DF,großer herzförmiger Aufkleber,6.892541131392144
großer,herzförmiger,orangener,DC,großer orangener Aufkleber,4.942532354918671
großer,herzförmiger,orangener,FD,herzförmiger großer Aufkleber,10.406287714293033
großer,herzförmiger,orangener,FC,herzförmiger orangener Aufkleber,7.754468646513092
großer,herzförmiger,orangener,CD,orangener großer Aufkleber,9.442436400964748
großer,herzförmiger,orangener,CF,orangener herzförmiger Aufkleber,8.147390529633316
großer,herzförmiger,orangener,DFC,großer herzförmiger orangener Aufkleber,6.438702993336313
großer,herzförmiger,orangener,DCF,großer orangener herzförmiger Aufkleber,5.7742170648506965
großer,herzförmiger,orangener,FDC,herzförmiger großer orangener Aufkleber,7.712321890162049
großer,herzförmiger,orangener,FCD,herzförmiger orangener großer Aufkleber,8.850407451218237
großer,herzförmiger,orangener,CDF,orangener großer herzförmiger Aufkleber,8.822059894841821
großer,herzförmiger,orangener,CFD,orangener herzförmiger großer Aufkleber,9.099628198514136
großer,herzförmiger,brauner,D,großer Aufkleber,5.746252341855102
großer,herzförmiger,brauner,F,herzförmiger Aufkleber,9.349698540105297
großer,herzförmiger,brauner,C,brauner Aufkleber,7.752479839138514
großer,herzförmiger,brauner,DF,großer herzförmiger Aufkleber,6.892541131392144
großer,herzförmiger,brauner,DC,großer brauner Aufkleber,5.960130310433392
großer,herzförmiger,brauner,FD,herzförmiger großer Aufkleber,10.406287714293033
großer,herzförmiger,brauner,FC,herzförmiger brauner Aufkleber,8.565312498813562
großer,herzförmiger,brauner,CD,brauner großer Aufkleber,9.122060239631475
großer,herzförmiger,brauner,CF,brauner herzförmiger Aufkleber,8.263401770738126
großer,herzförmiger,brauner,DFC,großer herzförmiger brauner Aufkleber,7.091297353410671
großer,herzförmiger,brauner,DCF,großer brauner herzförmiger Aufkleber,7.126175435005648
großer,herzförmiger,brauner,FDC,herzförmiger großer brauner Aufkleber,8.645247971142785
großer,herzförmiger,brauner,FCD,herzförmiger brauner großer Aufkleber,9.76366903589932
großer,herzförmiger,brauner,CDF,brauner großer herzförmiger Aufkleber,8.562839388294154
großer,herzförmiger,brauner,CFD,brauner herzförmiger großer Aufkleber,9.592163120944702
großer,kreisförmiger,blauer,D,großer Aufkleber,5.746252341855102
großer,kreisförmiger,blauer,F,kreisförmiger Aufkleber,10.560778353701886
großer,kreisförmiger,blauer,C,blauer Aufkleber,7.123329466099171
großer,kreisförmiger,blauer,DF,großer kreisförmiger Aufkleber,6.994198700455943
großer,kreisförmiger,blauer,DC,großer blauer Aufkleber,5.406621002931227
großer,kreisförmiger,blauer,FD,kreisförmiger großer Aufkleber,11.238877740899198
großer,kreisförmiger,blauer,FC,kreisförmiger blauer Aufkleber,8.402517849090449
großer,kreisförmiger,blauer,CD,blauer großer Aufkleber,8.642366229844928
großer,kreisförmiger,blauer,CF,blauer kreisförmiger Aufkleber,8.328722157397028
großer,kreisförmiger,blauer,DFC,großer kreisförmiger blauer Aufkleber,6.461218961987272
großer,kreisförmiger,blauer,DCF,großer blauer kreisförmiger Aufkleber,6.020444626090979
großer,kreisförmiger,blauer,FDC,kreisförmiger großer blauer Aufkleber,8.532838734677647
großer,kreisförmiger,blauer,FCD,kreisförmiger blauer großer Aufkleber,9.731678199047026
großer,kreisförmiger,blauer,CDF,blauer großer kreisförmiger Aufkleber,9.07210959851488
großer,kreisförmiger,blauer,CFD,blauer kreisförmiger großer Aufkleber,9.388766119075294
großer,kreisförmiger,schwarzer,D,großer Aufkleber,5.746252341855102
großer,kreisförmiger,schwarzer,F,kreisförmiger Aufkleber,10.560778353701886
großer,kreisförmiger,schwarzer,C,schwarzer Aufkleber,6.501013683605115
großer,kreisförmiger,schwarzer,DF,großer kreisförmiger Aufkleber,6.994198700455943
großer,kreisförmiger,schwarzer,DC,großer schwarzer Aufkleber,5.502936446893926
großer,kreisförmiger,schwarzer,FD,kreisförmiger großer Aufkleber,11.238877740899198
großer,kreisförmiger,schwarzer,FC,kreisförmiger schwarzer Aufkleber,10.06295530872259
großer,kreisförmiger,schwarzer,CD,schwarzer großer Aufkleber,7.894890417150765
großer,kreisförmiger,schwarzer,CF,schwarzer kreisförmiger Aufkleber,7.20244698894089
großer,kreisförmiger,schwarzer,DFC,großer kreisförmiger schwarzer Aufkleber,7.33528363674491
großer,kreisförmiger,schwarzer,DCF,großer schwarzer kreisförmiger Aufkleber,6.285566889285654
großer,kreisförmiger,schwarzer,FDC,kreisförmiger großer schwarzer Aufkleber,9.720620402527151
großer,kreisförmiger,schwarzer,FCD,kreisförmiger schwarzer großer Aufkleber,11.212168147289601
großer,kreisförmiger,schwarzer,CDF,schwarzer großer kreisförmiger Aufkleber,8.24196447727338
großer,kreisförmiger,schwarzer,CFD,schwarzer kreisförmiger großer Aufkleber,8.524052485010367
großer,kreisförmiger,grauer,D,großer Aufkleber,5.746252341855102
großer,kreisförmiger,grauer,F,kreisförmiger Aufkleber,10.560778353701886
großer,kreisförmiger,grauer,C,grauer Aufkleber,6.818826615509931
großer,kreisförmiger,grauer,DF,großer kreisförmiger Aufkleber,6.994198700455943
großer,kreisförmiger,grauer,DC,großer grauer Aufkleber,6.113166664546551
großer,kreisförmiger,grauer,FD,kreisförmiger großer Aufkleber,11.238877740899198
großer,kreisförmiger,grauer,FC,kreisförmiger grauer Aufkleber,8.811145875818069
großer,kreisförmiger,grauer,CD,grauer großer Aufkleber,8.770961097548067
großer,kreisförmiger,grauer,CF,grauer kreisförmiger Aufkleber,7.589404513729193
großer,kreisförmiger,grauer,DFC,großer kreisförmiger grauer Aufkleber,6.859820400169589
großer,kreisförmiger,grauer,DCF,großer grauer kreisförmiger Aufkleber,6.651744094335505
großer,kreisförmiger,grauer,FDC,kreisförmiger großer grauer Aufkleber,9.202325918650354
großer,kreisförmiger,grauer,FCD,kreisförmiger grauer großer Aufkleber,9.739647875088009
großer,kreisförmiger,grauer,CDF,grauer großer kreisförmiger Aufkleber,8.70577485735684
großer,kreisförmiger,grauer,CFD,grauer kreisförmiger großer Aufkleber,8.83200805929833
großer,kreisförmiger,grüner,D,großer Aufkleber,5.746252341855102
großer,kreisförmiger,grüner,F,kreisförmiger Aufkleber,10.560778353701886
großer,kreisförmiger,grüner,C,grüner Aufkleber,4.879885610550082
großer,kreisförmiger,grüner,DF,großer kreisförmiger Aufkleber,6.994198700455943
großer,kreisförmiger,grüner,DC,großer grüner Aufkleber,6.532509898353527
großer,kreisförmiger,grüner,FD,kreisförmiger großer Aufkleber,11.238877740899198
großer,kreisförmiger,grüner,FC,kreisförmiger grüner Aufkleber,10.130146866622878
großer,kreisförmiger,grüner,CD,grüner großer Aufkleber,7.060216648746744
großer,kreisförmiger,grüner,CF,grüner kreisförmiger Aufkleber,7.419143065236219
großer,kreisförmiger,grüner,DFC,großer kreisförmiger grüner Aufkleber,7.539369257148374
großer,kreisförmiger,grüner,DCF,großer grüner kreisförmiger Aufkleber,7.0097596907060105
großer,kreisförmiger,grüner,FDC,kreisförmiger großer grüner Aufkleber,10.328591456078042
großer,kreisförmiger,grüner,FCD,kreisförmiger grüner großer Aufkleber,11.597407909361086
großer,kreisförmiger,grüner,CDF,grüner großer kreisförmiger Aufkleber,7.753169833533776
großer,kreisförmiger,grüner,CFD,grüner kreisförmiger großer Aufkleber,8.538713662031121
großer,kreisförmiger,orangener,D,großer Aufkleber,5.746252341855102
großer,kreisförmiger,orangener,F,kreisförmiger Aufkleber,10.560778353701886
großer,kreisförmiger,orangener,C,orangener Aufkleber,8.290968525879624
großer,kreisförmiger,orangener,DF,großer kreisförmiger Aufkleber,6.994198700455943
großer,kreisförmiger,orangener,DC,großer orangener Aufkleber,4.942532354918671
großer,kreisförmiger,orangener,FD,kreisförmiger großer Aufkleber,11.238877740899198
großer,kreisförmiger,orangener,FC,kreisförmiger orangener Aufkleber,8.211337118877125
großer,kreisförmiger,orangener,CD,orangener großer Aufkleber,9.442436400964748
großer,kreisförmiger,orangener,CF,orangener kreisförmiger Aufkleber,8.601661376038718
großer,kreisförmiger,orangener,DFC,großer kreisförmiger orangener Aufkleber,6.274778761562332
großer,kreisförmiger,orangener,DCF,großer orangener kreisförmiger Aufkleber,5.643034202217374
großer,kreisförmiger,orangener,FDC,kreisförmiger großer orangener Aufkleber,8.146833993775125
großer,kreisförmiger,orangener,FCD,kreisförmiger orangener großer Aufkleber,9.23347816809704
großer,kreisförmiger,orangener,CDF,orangener großer kreisförmiger Aufkleber,8.801281638895182
großer,kreisförmiger,orangener,CFD,orangener kreisförmiger großer Aufkleber,9.587925468427443
großer,kreisförmiger,brauner,D,großer Aufkleber,5.746252341855102
großer,kreisförmiger,brauner,F,kreisförmiger Aufkleber,10.560778353701886
großer,kreisförmiger,brauner,C,brauner Aufkleber,7.752479839138514
großer,kreisförmiger,brauner,DF,großer kreisförmiger Aufkleber,6.994198700455943
großer,kreisförmiger,brauner,DC,großer brauner Aufkleber,5.960130310433392
großer,kreisförmiger,brauner,FD,kreisförmiger großer Aufkleber,11.238877740899198
großer,kreisförmiger,brauner,FC,kreisförmiger brauner Aufkleber,9.125865183799164
großer,kreisförmiger,brauner,CD,brauner großer Aufkleber,9.122060239631475
großer,kreisförmiger,brauner,CF,brauner kreisförmiger Aufkleber,8.570965912512724
großer,kreisförmiger,brauner,DFC,großer kreisförmiger brauner Aufkleber,7.21847095648708
großer,kreisförmiger,brauner,DCF,großer brauner kreisförmiger Aufkleber,6.688327555896438
großer,kreisförmiger,brauner,FDC,kreisförmiger großer brauner Aufkleber,9.21727877824697
großer,kreisförmiger,brauner,FCD,kreisförmiger brauner großer Aufkleber,10.289088417036062
großer,kreisförmiger,brauner,CDF,brauner großer kreisförmiger Aufkleber,9.322505331281475
großer,kreisförmiger,brauner,CFD,brauner kreisförmiger großer Aufkleber,9.720880440295257
